"ID","Username","Date","Time","Quote","Hero","Game","Map","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute"
480,"JKX",2023-12-07,05:20:00,"""gg""","N/A","Overwatch","King's Row","None","Seb","King's row, supp, no name tag",2023,"Dec","Thu",5,"20"
481,"MRJ",2023-12-07,08:20:00,"""IM TRAPPED IN A JOB I DONT CARE FOR"" ","Ana","Overwatch","Chateau Guillard","N/A","Seb","Deathmatch Chateau Guillard",2023,"Dec","Thu",8,"20"
482,"TheproXectJ",2023-12-07,18:09:00,"N/A","Furia","Paladins","N/A","Coldsnap","Vixx","",2023,"Dec","Thu",18,"09"
483,"DRJVGAMING5",2023-12-07,14:14:00,NA,"Moira","Overwatch","N/A","Neogun","Josiad","Moira, Neogun",2023,"Dec","Thu",14,"14"
484,"JAYZOMBIE",2023-12-08,17:40:00,"""你好！""","N/A","Overwatch","N/A","None","Seb","Private profile, no name tag",2023,"Dec","Fri",17,"40"
485,"JCAST1",2023-12-09,06:12:00,"""192.168.1.5"" ""See you soon""","Reaper","Overwatch","N/A","N/A","Vixx","Reaper, 2nd 2024-01-03",2023,"Dec","Sat",6,"12"
486,"XMJ",2023-12-09,06:12:00,NA,"Hanzo","Overwatch","N/A","Bytefixer","Vixx","Bytefixer, hanzo",2023,"Dec","Sat",6,"12"
487,"JAY",2023-12-10,18:37:00,"N/A","Ana","Overwatch","Circuit Royale","Prime Evil","Basileus","",2023,"Dec","Sun",18,"37"
488,"CYBERJX7",2023-12-10,15:06:00,"""I MISS JEFF""","N/A","Overwatch","Chateau Guillard","N/A","Seb","Deathmatch Chateau Guillard",2023,"Dec","Sun",15,"06"
489,"JaeRow",2023-12-11,04:23:00,"""i took my addy, ive got rejected, and ive had my oatmeal i'm ready for overwatch"" ""PEDs?"" ""i gotta get silver need the performance enhancer shh he doesnt know""","Lifeweaver","Overwatch","Ilios","Nomad","Seb","Nomad, Lifeweaver, Ilios",2023,"Dec","Mon",4,"23"
490,"JCTHEMAN14",2023-12-11,04:38:00,"""wrd"" ""they got taken by the feds i'm the last one""","N/A","Overwatch","N/A","Rebel","Seb","Rebel, sojourn player, pink ghost icon, 2nd 2023-12-13",2023,"Dec","Mon",4,"38"
491,"JGold",2023-12-11,07:19:00,"""Yo""","N/A","Overwatch","Blizzard World","N/A","Seb","Deathmatch blizz world",2023,"Dec","Mon",7,"19"
492,"JWEILER",2023-12-11,07:22:00,"""your weird""","Sombra","Overwatch","Kanezaka","N/A","Seb","Deathmatch Kanezaka",2023,"Dec","Mon",7,"22"
493,"JaysTV",2023-12-12,06:17:00,"""imma thavage""","Ana","Overwatch","King's Row","Extraterrestrial","Seb","Extraterrestrial, custom game, ana",2023,"Dec","Tue",6,"17"
494,"RUSSIANJB",2023-12-12,10:35:00,"""da he fuck bear""","Baptiste","Overwatch","Kanezaka","N/A","Seb","Baptiste, deathmatch, kanezaka",2023,"Dec","Tue",10,"35"
495,"Teej",2023-12-12,10:48:00,"""like tj with more e""","N/A","Overwatch","N/A","None","Seb","Junkrat icon, no playertag, private profile, sighting 2 2024-02-07",2023,"Dec","Tue",10,"48"
496,"JJBSTAWBERY",2023-12-12,11:31:00,NA,"Tracer","Overwatch","Chateau Guillard","N/A","Seb","Deathmatch Chateau Guillard",2023,"Dec","Tue",11,"31"
497,"AJC8499",2023-12-12,15:49:00,NA,"N/A","Overwatch","N/A","N/A","Vixx",NA,2023,"Dec","Tue",15,"49"
498,"MJISONFIRE",2023-12-12,17:40:00,"""yes"" ","Sombra","Overwatch","Numbani","None","Seb","Sombra, skirmish, numbani, fellow spider man enjoyer",2023,"Dec","Tue",17,"40"
499,"JJBLT",2023-12-13,05:05:00,"""yes"" ","Soldier","Overwatch","Paraiso","None","Seb","Soldier, Paraíso, no name tag",2023,"Dec","Wed",5,"05"
500,"NINJ",2023-12-13,07:02:00,"""i have an exam in three hours""","Kiriko","Overwatch","Chateau Guillard","N/A","Seb","deathmatch chateau Guillard",2023,"Dec","Wed",7,"02"
501,"Enjayess",2023-12-13,07:07:00,"""i just wanted a chance man""","Echo","Overwatch","King's Row","N/A","Seb","Deathmatch",2023,"Dec","Wed",7,"07"
502,"NJ45X",2023-12-13,07:17:00,"""whats poppin jimbo""","N/A","Overwatch","N/A","Hero of the Light","Seb","Herd of the light, lvl 4 endorsement, private profile",2023,"Dec","Wed",7,"17"
503,"JTGAMING2255",2023-12-13,07:29:00,"""no""","Moira","Overwatch","Antarctic Peninsula","Peasant","Seb","Peasant, moira, antarctic peninsula",2023,"Dec","Wed",7,"29"
504,"JMASTERMTD",2023-12-13,NA,NA,"N/A","Overwatch","Paris","N/A","Seb","Deathmatch, paris",2023,"Dec","Wed",NA,NA
505,"JAYSTRAD",2023-12-13,08:39:00,NA,"Junkrat","Overwatch","N/A","N/A","Vixx","Junkrat ",2023,"Dec","Wed",8,"39"
506,"Roj",2023-12-14,04:49:00,"""ggwp""","Moira","Overwatch","Ilios","Peasant","Seb","Moira, peasant, ilios",2023,"Dec","Thu",4,"49"
507,"JaeDoomsday",2023-12-14,05:03:00,"""egheheh"" ""me""","Rammatra","Overwatch","Busan","Philosopher","Seb","Custom game, busan, philosopher, 2nd sighting 2023-12-28",2023,"Dec","Thu",5,"03"
508,"Jnice17",2023-12-14,05:03:00,"""they are no longer with us"" ""circumstances of the disappearance are unclear"" ","N/A","Overwatch","Route 66","Stalwart Hero","Seb","Stalwart hero, dps, route 66",2023,"Dec","Thu",5,"03"
509,"JayBird",2023-12-14,10:09:00,"""bluejay""","N/A","Overwatch","Ilios","N/A","Seb","Different than Jaybird.",2023,"Dec","Thu",10,"09"
510,"jwcastine",2023-12-14,10:25:00,"""monkey""","Mercy","Overwatch","King's Row","N/A","Seb","Mercy, deathmatch, kingsrow",2023,"Dec","Thu",10,"25"
511,"JMMARINN",2023-12-14,10:25:00,NA,"Widowmaker","Overwatch","Ilios","None","Seb","Widow, Skirmish, Ilios no name tag",2023,"Dec","Thu",10,"25"
512,"JDoobs",2023-12-14,10:39:00,"""My man, I love a good steak."" ""You're welcome bruther""","N/A","Overwatch","Ilios","None","Seb","Busan skirmish",2023,"Dec","Thu",10,"39"
513,"AbyssalJay",2023-12-14,11:12:00,"""uhhhh jaguar"" ""np :)""","N/A","Overwatch","N/A","Conquerer","Seb","Conqueror, lvl 4 endorsement, demon profile, ramattra player 2nd sighting 2024-02-01",2023,"Dec","Thu",11,"12"
514,"MORODOJ",2023-12-15,10:11:00,NA,"Orisa","Overwatch","Circuit Royale","None","Seb","Circuit royal, orisa, no name tag",2023,"Dec","Fri",10,"11"
515,"JAYWHIPSYOU",2023-12-15,10:24:00,"""only on weekends ;)""","Doomfist","Overwatch","New Queen Street","Stalwart Hero","Seb","New Queen St custom game, Stalwart hero, doomfist",2023,"Dec","Fri",10,"24"
516,"HPJ",2023-12-15,10:55:00,"""HOI""","Tracer","Overwatch","Château Guillard","N/A","Seb","Deathmatch chateau Guillard",2023,"Dec","Fri",10,"55"
517,"JAYJAYXXV",2023-12-15,10:55:00,"""rock""","N/A","Overwatch","Esperança","Rogue","Seb","support",2023,"Dec","Fri",10,"55"
518,"jayy",2023-12-15,15:11:00,"""these bitches tryna make you think u need them, when they NEED you""","N/A","Overwatch","Shambali Monastary","N/A","Basileus","Redpilled Jay",2023,"Dec","Fri",15,"11"
519,"EJgames",2023-12-15,16:38:00,"N/A","Underkeeper Zhin","Paladins","Frog Isle","N/A","Vixx","Siege, 2nd sighting 2024-07-18, 3rd 2024-08-09 Bazaar",2023,"Dec","Fri",16,"38"
520,"AndresJCC",2023-12-15,17:03:00,"N/A","Steam Demon Androxus","Paladins","","N/A","Vixx","",2023,"Dec","Fri",17,"03"
521,"JRezz",2023-12-16,17:55:00,"N/A","Alley Cat Maeve","Paladins","Dawnforge","Comes Highly-rated","Vixx","",2023,"Dec","Sat",17,"55"
522,"Jzur",2023-12-17,19:31:00,"N/A","Mauga/ Hog","Overwatch","Ilios","N/A","verdantJay","Left game during round 3",2023,"Dec","Sun",19,"31"
523,"AJRego",2023-12-17,14:07:00,"""HAHA NANDO""","Strike Maeve","Paladins","Warder's Gate","N/A","Vixx","Sighting #2 2024-02-01",2023,"Dec","Sun",14,"07"
524,"noskcaj",2023-12-17,14:20:00,"N/A","Dreadhunter Drogoz","Paladins","Splitstone","Disciple of the Abyss","Vixx","Funny green brain and monster border",2023,"Dec","Sun",14,"20"
525,"AJMarchi",2023-12-17,15:06:00,"N/A","Forgemaster Azaan","Paladins","Ice Mines","Is Definitely...Totally...Normal","Vixx","",2023,"Dec","Sun",15,"06"
526,"jzwolfman",2023-12-17,15:40:00,"""gg""","Ana","Overwatch","Hollywood","Hero Master","Richard","Cat icon and namecard endorsement 4, 2nd sighting 2023-12-28",2023,"Dec","Sun",15,"40"
527,"Pamijay",2023-12-17,16:27:00,"""do not allow the iron cage of rationality become the jailer of possibility"" ""let me cook"" ""what the fuck""","Illari","Overwatch","Circuit Royal","N/A","Richard","2nd 2024-08-26 Busan, 3rd 2024-08-26 Throne of Anubis",2023,"Dec","Sun",16,"27"
528,"Jay",2023-12-18,09:16:00,"N/A","Junker Queen","Overwatch","Oasis Gardens","Knight","Seb","“Diamond3 Tank,  Masters4 Dps, Plat4 Support, Sigma most played hero”",2023,"Dec","Mon",9,"16"
529,"PBJTheOtter",2023-12-18,11:07:00,"""whatdo you think"" ""uwu""","N/A","Overwatch","Junkertown","Rogue","Seb","Asked them what their favourite food is",2023,"Dec","Mon",11,"07"
530,"tjbugs",2023-12-18,14:30:00,"N/A","N/A","Overwatch","Eichenwalde","N/A","verdantJay","",2023,"Dec","Mon",14,"30"
531,"jmoist",2023-12-18,16:36:00,"""show?"" ""i'm not a guy i'm a girl"" ""miraculous ladybug and cat noir and property brothers""","D.Va","Overwatch","Circuit Royal","N/A","Seb","",2023,"Dec","Mon",16,"36"
532,"jjinrō",2023-12-18,17:08:00,"N/A","Pharah","Overwatch","Ilios","Herald of Hermes","Richard","",2023,"Dec","Mon",17,"08"
533,"Jayzo",2023-12-19,09:43:00,"N/A","Mauga","Overwatch","Esperança","Prime Evil","Seb","",2023,"Dec","Tue",9,"43"
534,"JayBomb",2023-12-19,11:42:00,"N/A","Ashe","Overwatch","Malevento ","World Eater","Seb","",2023,"Dec","Tue",11,"42"
535,"Jmoo232",2023-12-19,11:59:00,"N/A","Mei","Overwatch","Nepal Village (Winter)","Streetrunner","Seb","Yeti Hunter",2023,"Dec","Tue",11,"59"
536,"NYCMJ",2023-12-19,12:07:00,"""OWWWWWWWW""","Doomfist","Overwatch","Malevento ","N/A","Seb","",2023,"Dec","Tue",12,"07"
537,"AgentJ",2023-12-19,12:14:00,"""mofongo chicken filled"" ""some like it with fried pork filled or simply shrimp like guy fieri""","Widowmaker","Overwatch","Château Guillard","Mercy's Angel","Seb","",2023,"Dec","Tue",12,"14"
538,"Midnightajo",2023-12-19,12:41:00,"""i refuse to elaborate""","Hanzo","Overwatch","Paris","Harbinger","Seb","Unsure if this is a Jay because ""ajo"" is Spanish for garlic [ah-ho]",2023,"Dec","Tue",12,"41"
539,"JFaDe",2023-12-19,12:54:00,"""if you aint the lead dog scenery never changes"" ""u bitcy wow"" ""i gave u a quote""","Soldier: 76","Overwatch","Suravasa","Master Role Challenger","Richard","",2023,"Dec","Tue",12,"54"
540,"Jay BlunTTTV",2023-12-19,15:38:00,"""fam can you read""","Order Remnant","Fortnite","Twine Peaks Ghost Town","N/A","Seb","Fortnite Save the World V-Buck mission",2023,"Dec","Tue",15,"38"
541,"Siege, 2nd 2024-08-02 Siege",2023-12-19,16:05:00,"N/A","Iron Maiden Furia","Paladins","Jaguar Falls","Always Fails Saving Throws","Vixx","",2023,"Dec","Tue",16,"05"
542,"Jayleen",2023-12-20,16:38:00,"""i like your face x3""","Widowmaker","Overwatch","Malevento ","N/A","Seb","2nd 2024-01-04",2023,"Dec","Wed",16,"38"
543,"Jsplashman",2023-12-20,16:25:00,"“Kid got beat by his parents for getting a bad grade so he took it out on us”","Cassidy","Overwatch","Shambali Monastary","N/A","Seb","",2023,"Dec","Wed",16,"25"
544,"ejsonGG",2023-12-20,17:59:00,"""no?""","Moira","Overwatch","New Junk City","Medic","verdantJay","",2023,"Dec","Wed",17,"59"
545,"JNarga",2023-12-21,18:11:00,"“KARLACH GANG”","Cassidy","Overwatch","Paris ","N/A","Seb","Asked them about their first Baldur's Gate 3 romance in VC",2023,"Dec","Thu",18,"11"
546,"PJROCKINSTAN",2023-12-21,09:39:00,"N/A","Junkrat","Overwatch","Hollywood ","N/A","Seb","",2023,"Dec","Thu",9,"39"
547,"JMBCafe",2023-12-22,08:54:00,"N/A","Diddy Kong","Mario Cart 64","Wario Stadium","N/A","Seb","",2023,"Dec","Fri",8,"54"
548,"JJBoy",2023-12-22,10:40:00,"""word""","Doomfist","Overwatch","Rialto","N/A","Basileus","",2023,"Dec","Fri",10,"40"
549,"BlueJayCAM",2023-12-23,18:35:00,"""who the hell are you bro""","Genji, Ashe, Echo","Overwatch","Antarctic Peninsula ","Butcher","verdantJay","",2023,"Dec","Sat",18,"35"
550,"AjWhosOver",2023-12-23,19:00:00,"""Yeah""","Baptiste","Overwatch","Midtown"," vc","verdantJay","",2023,"Dec","Sat",19,"00"
551,"Bluejay",2023-12-24,19:02:00,"""Good kitty"" ""no my J isnt capitalized"" ""LMFAO""","Ana","Overwatch","Kanezaka ","World Eater","Seb","2nd 2024-06-22",2023,"Dec","Sun",19,"02"
552,"CJay99",2023-12-24,06:10:00,"N/A","Roadhog","Overwatch","Samoa","Unrelenting Hero","Seb","2nd sighting 2024-06-10 Route 66",2023,"Dec","Sun",6,"10"
553,"Jaerud",2023-12-24,06:12:00,"""WHAT"" ""oh gg great heals""","Mauga","Overwatch","King's Row","World Eater","Seb","",2023,"Dec","Sun",6,"12"
554,"JYTHG",2023-12-24,06:27:00,"N/A","Junkrat","Overwatch","Petra","N/A","Seb","",2023,"Dec","Sun",6,"27"
555,"Kdksksj",2023-12-24,12:07:00,"N/A","Sigma","Overwatch","Junkertown ","N/A","Seb","",2023,"Dec","Sun",12,"07"
556,"Jyvu",2023-12-24,12:27:00,"N/A","Cassidy","Overwatch","Kanezaka","Nomad","Seb","",2023,"Dec","Sun",12,"27"
557,"Pot8toJ",2023-12-24,12:39:00,"""real""","Ana","Overwatch","Ilios","Prime Evil
","Seb","",2023,"Dec","Sun",12,"39"
558,"LJ1120",2023-12-24,12:50:00,"N/A","Junkrat","Overwatch","Paris ","Neogun","Seb","Queue Deathmatch",2023,"Dec","Sun",12,"50"
559,"TJ",2023-12-25,05:49:00,"N/A","Norwegian, French","Duolingo","Diamond League","N/A","Seb","Duolingo gamer black beanie glasses",2023,"Dec","Mon",5,"49"
560,"J-NightDemon",2023-12-25,17:37:00,"N/A","The Joker","Fortnite","Twine Peaks Ghost Town","N/A","Seb","Retrieve the Data V-buck mission",2023,"Dec","Mon",17,"37"
561,"NJA",2023-12-26,07:58:00,"N/A","Hanzo","Overwatch","Malevento ","Acolyte of Medusa","Seb","Queue DM",2023,"Dec","Tue",7,"58"
562,"JHM4N",2023-12-26,08:10:00,"N/A","Widowmaker","Overwatch","Château Guillard","N/A","Seb","",2023,"Dec","Tue",8,"10"
563,"JKay-J",2023-12-26,12:12:00,"N/A","Peter Griffin","Fortnite","Pleasant Pitstop","N/A","Seb","Fortnite Racing Jay",2023,"Dec","Tue",12,"12"
564,"santiagojc55",2023-12-28,04:30:00,"N/A","N/A","Overwatch","Petra","N/A","Seb","Queue DM",2023,"Dec","Thu",4,"30"
565,"Queue DM Junkrat Silhouette icon Endorsement 1 Junkrat - tier 2 namecard GM 3 Combined diamond 2 Tank GM 4 Damage Rat main, 2nd sighting 2024-04-13 QP Junkertown, 3rd 2024-11-12",2023-12-28,06:37:00,"N/A","N/A","Overwatch","Hollywood","Assassin","Seb","Queue DM Junkrat Silhouette icon Endorsement 1 Junkrat - tier 2 namecard GM 3 Combined diamond 2 Tank GM 4 Damage Rat main, 2nd sighting 2024-04-13 QP Junkertown",2023,"Dec","Thu",6,"37"
566,"jtmpro",2023-12-28,07:10:00,"N/A","Mauga","Overwatch","Kanezaka","N/A","Seb","",2023,"Dec","Thu",7,"10"
567,"JYG",2023-12-28,07:19:00,"""gg""","Zenyatta, Ana","Overwatch","Eichenwalde ","N/A","Seb","QP",2023,"Dec","Thu",7,"19"
568,"Jdmghost",2023-12-28,07:50:00,"N/A","N/A","Overwatch","Paris","N/A","Seb","",2023,"Dec","Thu",7,"50"
569,"ljz0606",2023-12-28,08:04:00,"N/A","Mauga","Overwatch","Petra","N/A","Seb","Queue DM Year of the Rooster icon Endorsement 1",2023,"Dec","Thu",8,"04"
570,"Jey",2023-12-28,10:17:00,"N/A","Lifeweaver, Ana, Genji","Overwatch","Workshop Chamber","Conqueror","Seb","1 Dad 11 Kids custom game",2023,"Dec","Thu",10,"17"
571,"Wanuajj",2023-12-28,10:17:00,"""END HIM MY CHILDREN""","Lifeweaver, Ana, Genji","Overwatch","Workshop Chamber","All-Star","Seb","1 Dad 11 Kids custom game",2023,"Dec","Thu",10,"17"
572,"ProfessorJC0",2023-12-29,18:55:00,"""what's up""","Widowmaker","Overwatch","Petra ","Gorgon","Seb","Queue DM Bride icon Endorsement 2 Deathly Blossom namecard plat 3 tank plat 4 damage gold 3 support",2023,"Dec","Fri",18,"55"
573,"zaiderjace",2023-12-29,21:03:00,"N/A","Junkrat","Overwatch","Blizzard World (Winter)","Rogue","Seb","Queue DM Endorsement 5 Shin-Ryeong icon Grand Remains namecard private profile",2023,"Dec","Fri",21,"03"
574,"thejaydubb",2023-12-29,06:09:00,"N/A","Junkrat, Torbjörn","Overwatch","Hollywood","N/A","Seb","QP",2023,"Dec","Fri",6,"09"
575,"JJonahJamson",2023-12-29,06:21:00,"""in the flesh""","Kiriko","Overwatch","Malevento ","Barbarian","Seb","THE REAL J JONAH JAMESON IGNORE THE TYPO",2023,"Dec","Fri",6,"21"
576,"JayRay429",2023-12-29,06:32:00,"""idk there are many"" ""i do like cats a lot""","Torbjörn","Overwatch","Rialto","Scavenger","Seb","Queue DM",2023,"Dec","Fri",6,"32"
577,"ActicJay12",2023-12-29,12:53:00,"N/A","Sombra","Overwatch","Kanezaka","Stalwart Hero","Seb","Queue DM private profile",2023,"Dec","Fri",12,"53"
578,"njt914",2023-12-29,13:58:00,"""Lol do it""","D.Va","Overwatch","Paraíso","N/A","Seb","Talking about Torb cum",2023,"Dec","Fri",13,"58"
579,"JSC02 ",2023-12-29,14:04:00,"N/A","Junker Queen","Overwatch","Kanezaka ","N/A","Seb","Queue DM endorsement 1 Nin icon private profile",2023,"Dec","Fri",14,"04"
580,"Jay",2023-12-29,14:28:00,"N/A","Cassidy","Overwatch","Malevento ","Nomad","Seb","DM did not confirm if they were any of the previous Jays endorsement 5 Piggy icon Sky Centurion namecard private profile",2023,"Dec","Fri",14,"28"
581,"PrincessJ",2023-12-29,15:04:00,"N/A","Ashe","Overwatch","King's Row (Winter)","N/A","Seb","Queue Skirmish Cute D.va icon Endorsement 4 Llama Pajamas namecard silver 1 tank",2023,"Dec","Fri",15,"04"
582,"Jaitoko",2023-12-29,15:12:00,"""i'm going to forcefeed junker queen her vegetables.""","Junker Queen","Overwatch","Route 66","Peasant","Vixx","",2023,"Dec","Fri",15,"12"
583,"Kotajay",2023-12-30,18:57:00,"N/A","Wrecking Ball","Overwatch","Malevento ","N/A","Seb","Queue DM",2023,"Dec","Sat",18,"57"
584,"JTweaver",2023-12-30,19:12:00,"N/A","N/A","Overwatch","Hollywood ","Nomad","Seb","Queue DM Hangzhou Spark icon Endorsement 2 Mitzi and Friends namecard private profile",2023,"Dec","Sat",19,"12"
585,"Onejx",2023-12-30,20:04:00,"N/A","N/A","Overwatch","Colosseo ","N/A","Seb","Queue DM Overwatch Dark icon Endorsement 3 private profile",2023,"Dec","Sat",20,"04"
586,"Jbulloa",2023-12-30,20:17:00,"N/A","Soldier: 76","Overwatch","Château Guillard","N/A","Seb","Queue DM Bonesplinter icon Endorsement 1 Grand Remains namecard private profile",2023,"Dec","Sat",20,"17"
587,"JXevaz",2023-12-30,16:56:00,"N/A","Archangel Tyra","Paladins","Timber Mill","The Ace","Vixx","Toxic Jay variant, 2nd 20241004 3rd 20241115",2023,"Dec","Sat",16,"56"
588,"windy_jay",2023-12-31,18:38:00,"N/A","Heavy Build","The Finals","Monaco 2014","N/A","Vixx","Quick Cash Jay",2023,"Dec","Sun",18,"38"
589,"Spdjl",2023-12-31,12:30:00,"N/A","Sombra","Overwatch","Circuit Royal","N/A","Seb","Queue DM 2nd 2024-01-10",2023,"Dec","Sun",12,"30"
590,"hpj",2023-12-31,12:45:00,"N/A","Tracer","Overwatch","Malevento ","N/A","Seb","Queue DM",2023,"Dec","Sun",12,"45"
591,"OrangeFreeOJ",2023-12-31,12:46:00,"""thats mean""","Rammatra","Overwatch","Junkertown","N/A","Seb","QP",2023,"Dec","Sun",12,"46"
592,"Ojxdidxit",2023-12-31,13:27:00,"N/A","Wrecking Ball","Overwatch","Blizzard World (Winter)","N/A","Seb","Queue DM Echoversary icon Endorsement 2 private profile, 2nd 2024-08-08 Château Guillard",2023,"Dec","Sun",13,"27"
593,"ToastyJ",2023-12-31,13:49:00,"N/A","Lúcio","Overwatch","Château Guillard","Treasure Goblin","Seb","Queue DM Halloween 2021 Pachi icon Endorsement 5 Onryō's Pets namecard gold 4 tank gold 3 support",2023,"Dec","Sun",13,"49"
594,"SadOJ ",2023-12-31,14:04:00,"N/A","N/A","Overwatch","Junkertown ","N/A","Seb","Queue Skirmish Cybermari icon Endorsement 2 ANTIFRAGILE Slay Star namecard",2023,"Dec","Sun",14,"04"
595,"HunnyJ",2024-01-01,17:01:00,"N/A","Hanzo","Overwatch","Petra","Stalwart Hero","Seb","Queue DM Punchimari icon Endorsement 3 private profile",2024,"Jan","Mon",17,"01"
596,"JRoyFrmDaRaq",2024-01-01,17:03:00,"N/A","N/A","Overwatch","Petra","All-Star","Seb","Queue DM Demolition icon Endorsement 3 Queen Cobra namecard plat 1 tank gold 5 damage gold 4 support",2024,"Jan","Mon",17,"03"
597,"JvPr",2024-01-02,18:01:00,"""Hey"" ""?""","Hanzo, Tracer","Overwatch","Dorado ","N/A","Seb","Queue DM added me",2024,"Jan","Tue",18,"01"
598,"JShot",2024-01-02,04:47:00,"""gg""","Sojourn, Rammatra, Winston, Mercy, Symmetra, Zenyatta, Moira","Overwatch","New Junk City","Disciple","Seb","Mystery Heroes",2024,"Jan","Tue",4,"47"
599,"jaykun101",2024-01-02,08:25:00,"N/A","Tracer","Overwatch","Lijiang Tower","N/A","Seb","Queue Skirmish",2024,"Jan","Tue",8,"25"
600,"RareFormJ",2024-01-02,09:55:00,"N/A","Sombra, Sojourn, Ashe, Soldier: 76","Overwatch","Colosseo","Neogun","Seb","RARE JAY QP Zenyatta Silhouette icon Endorsement 3 Amaterasu namecard plat 1 tank damage master 5 support",2024,"Jan","Tue",9,"55"
601,"CJCool552",2024-01-02,14:16:00,"N/A","Mei","Overwatch","Havana","Bias Wrecker","Josiad","They left the game half way through",2024,"Jan","Tue",14,"16"
602,"IceJJFish",2024-01-03,18:31:00,"""what is happenign"" ""ok""","N/A","Overwatch","Watchpoint: Gibralter","Genji's Peace","Richard","THE REAL ICEJJFISH MUSIC ICON HOLY CRAP",2024,"Jan","Wed",18,"31"
603,"Ahhhj",2024-01-04,10:48:00,"N/A","Kiriko","Overwatch","Paris ","Vulture","Seb","Queue DM",2024,"Jan","Thu",10,"48"
604,"KJY",2024-01-04,10:50:00,"N/A","Symmetra, Ashe","Overwatch","Blizzard World (Winter)","N/A","Seb","QP",2024,"Jan","Thu",10,"50"
605,"Jfordrocks13",2024-01-04,11:39:00,"N/A","Zenyatta","Overwatch","Suravasa ","N/A","Seb","Queue Skirmish",2024,"Jan","Thu",11,"39"
606,"PhantomJ",2024-01-04,12:01:00,"N/A","Moira","Overwatch","Château Guillard","N/A","Seb","Queue DM",2024,"Jan","Thu",12,"01"
607,"MJlonegun",2024-01-04,16:00:00,"""I'm so old it's my initials haha""","Hanzo","Overwatch","Shambali Monastary","Star Pilot","Seb","Queue Skirmish",2024,"Jan","Thu",16,"00"
608,"TheUTJ",2024-01-04,16:28:00,"""UnrealisticTimeJump""","Ashe","Overwatch","Kanezaka","Stalwart Hero","Seb","Queue DM has a youtube channel i think (https://youtube.com/@unrealistictimejump)",2024,"Jan","Thu",16,"28"
609,"jjassu",2024-01-04,17:09:00,"N/A","Lúcio","Overwatch","Malevento ","Knight","Seb","Queue DM added me haven't intereacted since",2024,"Jan","Thu",17,"09"
